,index,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other
818,11947,USER Yah gak dikasih juga ngak papa biar tambah gelar baru pelanggar hak buruh!!! BLOON LOE SENGAK BONG. Biasanya dr zaman Soeharto sampe SBY hal yg remeh temeh ginich mah ngak dibahas.',1,1,1,0,0,0,0,0,1
819,9729,USER USER Dan kami di Jawa sama sekali tidak berkeberatan bahwa Jokowi adalah antek orang Papua \xf0\x9f\x91\x8d\xf0\x9f\x99\x82\xf0\x9f\x91\x8d',0,0,0,0,0,0,0,0,0
820,12150,â??; ; C. Hubungi Ahlinya. ; ; â?¢ Tentunya bicaralah dengan para pemimpin agama atau seorang exorcist yang bisa melakukan exorcist.; ; â?¢ Tentukan sebanyak yang kalian bisa tentang perilaku roh tersebut untuk membantu sang exorcist (+); ; #KTZ916,0,0,0,0,0,0,0,0,0
821,10133,USER Heh su asu...sehat?',1,1,1,0,0,0,0,0,1
822,4885,USER Makan tu titit',0,1,0,0,0,0,0,0,0
823,396,USER USER Ganti rezim kacung lah.. Cebong mah gitu kalo ditanya',1,1,0,1,0,0,0,0,1
824,9133,"Selipkan Foto Dalam Sertifikat Tanah, Jokowi Disindir Demokrat dan Gerindra",0,0,0,0,0,0,0,0,0
825,12873,"Bukan hanya anjing, babi pun demikian. Monggo jika berkenan \xf0\x9f\x91\x89 URL URL",0,0,0,0,0,0,0,0,0
826,6734,Abis kerja pkl 11 sampai sekarang tk blk rmh nasib bujang kalau dah kawin mampus bini aku sangsi kata aku tido rmh bini no 2 haha',0,1,0,0,0,0,0,0,0
827,10170,Dituduh Syiah Komunis Yahudi dan antek Cina. Tolong konsisten ya netizen. Saya sebenarnya misionaris.,1,0,0,1,0,0,0,0,1
828,2794,Emil Dardak Pemimpin Milenial Calon Wakil Gubernur Jawa Timur,0,0,0,0,0,0,0,0,0
829,3968,USER ya emg lu bodo',1,1,1,0,0,0,0,0,1
830,10953,cebong kalo liat duit pura2 budek pasti \n#menolaklupa #liatbudek URL,1,1,0,1,0,0,1,0,0
831,6971,"MAAF SAYA LUPA BILANG.\n\nPeran:\nWW, Villager, Dokter, Seer, Witch. \n\nMaaf y saya noo",0,0,0,0,0,0,0,0,0
832,11694,USER USER USER Syamsir alam muslim kan?\nKnp dia hina ulama?...',1,0,1,0,1,0,0,0,0
833,5618,??????; Ayak2 wae ; #2019GantiPresiden,1,0,1,0,0,0,0,0,1
834,6763,USER emang kapan Tuhan pernah ikut pilgub sama lari ke arab ya cong??\nelo udah bencong otak idiot pula ....hina banget idup lo ya cong',1,1,1,0,0,0,1,1,0
835,9038,USER Kasar bacot lo nying',1,1,1,0,0,0,0,0,1
836,2674,USER biar mampus',1,1,1,0,0,0,0,0,1
837,8706,USER USER kemana aja sinting WKWKWK',0,1,0,0,0,0,0,0,0
838,8928,Saya yakin pemerintahan Gus Ipul dan Puti kedepan akan memperkuat program Nawacita Presiden Jokowi di Jawa Timur. Kabeh sedulur Kabeh makmur #Salam2Jari #GusIpulPutiSantun,0,0,0,0,0,0,0,0,0
839,9694,"USER Benar pak, untuk itu mari kita cintai produk kita sendiri agar membantu produk kita bisa bersaing di pasar global. Dan semoga yg menang nanti jadi gubernur sumut bisa menjadikan sumut ini lebih baik baik di bidang peradangan, dll.",0,0,0,0,0,0,0,0,0
840,7327,"USER USER USER Utk menjaga stabilitas politik keamanan dan penghematan uang Negara, saya sarankan pilkada cukup dipilih oleh Badan Permusyawaratan Desa(BPD) karna mereka non partai kalau DPRD kemungkinan transakdional",0,0,0,0,0,0,0,0,0
841,9455,USER USER ia itu PKI',0,0,0,0,0,0,0,0,0
842,12682,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0
843,10268,USER USER Kesalahan beliau adalah tak bisa dibeli rezim',0,0,0,0,0,0,0,0,0
844,5515,USER USER USER USER Si roki garong bukan hanya bodoh bahkan dia orangutan paling dongok... dia mmg ga nyebut kitab suci agama tertentu... berarti dia anggap semua kitab suci adalah fiksi... benar2 pemikiran seorang,1,1,1,0,0,0,0,0,1
845,7765,"oke kita tunggu bang jafar nya USER , Insya Allah USER mau jadi saksi ; dan warga nu siap mengawal",0,0,0,0,0,0,0,0,0
846,12229,USER Itu mantan penyanyi cilik yang gembrot n jelek banget itu ya klu tidak salah eh ternyata gedenya jadi cebong juga kasian deh kamu bakalan kagak ada yang milih calon SJ sombong jelas orang kagak pernah sujud ! TENGGELAMKAN',1,1,1,0,0,0,1,0,0
847,3027,"USER USER USER USER USER Eehm....justru kristen katolik dan kristen protestan udah membumi nusantara duluan mas2.... Ibadahnya, kitabnya, lagunya, udah gaya jawa, batak, flores, toraja ds",0,0,0,0,0,0,0,0,0
848,3372,Urusannya duit. Siapa dapat apa. Kalau nanti itungan bisnisnya pemerintah Indonesia untung ya kita tepuk tangan. Kalau buntung ya resiko punya rezim model gini. Tapi itu nanti. Setelah ketauan harganya. Janjinya harga wajar. Wajar buat siapa?',0,0,0,0,0,0,0,0,0
849,6660,"Setuju... Usir aja keturunan arab, india, cina termasuk ente zul. URL",1,0,0,1,0,1,0,0,0
850,6005,agar mimpi menjadi nyata,0,0,0,0,0,0,0,0,0
851,6521,Siapa curi sampin lelaki sekolah agama ni,0,0,0,0,0,0,0,0,0
852,835,USER Lele jamban? Yg kuning kuning dong? :(',0,0,0,0,0,0,0,0,0
853,357,10.Presiden Jokowi berharap skema kerja sama ini juga dapat dilakukan di dalam pembangunan-pembangunan lainnya.â?¦â?¦â?¦,0,0,0,0,0,0,0,0,0
854,5716,USER Pak USER Kementerian Agama harus membongkar cara-cara Islam mendungukan & membiadabkan umatnya,1,1,0,1,1,0,0,0,0
855,8588,MataNajwaDebatJakarta lucu banget jawaban ahok.. gak nyambung. Ditanya apa di jawab apa. Kena skak mat d pertanyaan isu agama tdi. Dasar cina tolol hahaha,1,1,1,0,0,1,0,0,0
856,7909,Perkenalan pertama USER sebagai Wiro Sableng dengan jurus kunyuk melempar buah! URL,0,0,0,0,0,0,0,0,0
857,985,"Sesama muslim tidak boleh menzhalimi, menjerumuskan, dan menganiaya. (HR Muslim)",0,0,0,0,0,0,0,0,0
858,120,Si tolol udah tau pemerintah rezim komunis ini bobrok koruptor bisa pimpinan sidang DPR paya cebong URL,1,1,1,0,0,1,0,0,0
859,5765,Eh bodoh la porn acc JANGAN FOLLOW!!!!!!!!!',0,1,0,0,0,0,0,0,0
860,10708,"Ketika orang-orang menawar rumah si Yahudi itu, ""jual saja tempat tinggalmu itu kepada kami.""\nYahudi itu berkata,\'saya akan jual rumahku ini dengan harga dua ribu dinar. Seribu dinar untuk harga rumahku dan seribu lagi karena aku bertetangga dengan Ibn",0,0,0,0,0,0,0,0,0
861,11128,"USER mbok kalo tau bego jangan ngebegoin orang lain gitu loh, nanya dulu ke yang ahli'",1,1,1,0,0,0,0,0,1
862,5949,"USER Benar pak, untuk itu mari kita cintai produk kita sendiri agar membantu produk kita bisa bersaing di pasar global. Dan semoga yg menang nanti jadi gubernur sumut bisa menjadikan sumut ini lebih baik baik di bidang peradangan, dll.",0,0,0,0,0,0,0,0,0
863,6078,"USER USER fantom itu baru tepat buat all role, meskipun dongo di dogfighting\n\nbut i will take phantom other than fishbed\n\nyang cuma punya 15 menit waktu bertempur'",0,1,0,0,0,0,0,0,0
864,2881,"USER Yg milih cebong, liberal tengik, sekularisme,, dan segelintir antek,'",1,1,0,1,0,1,0,0,0
865,9092,USER Hanya para ulama yg bisa menyejukan bangsa ini,0,0,0,0,0,0,0,0,0
866,3890,Apakah sambil Jambore mereka mengaji ayat penggal kafir Bung Ketua Umum ICMI?,1,0,0,1,1,0,0,0,0
867,3337,Saat ini tren konsumsi video terus bertumbuh dan memerlukan lebih banyak data,0,0,0,0,0,0,0,0,0
868,6760,"USER Awalnya pasti mikir enggak kok enggak, cuma sekedar bacaan aja kan\n\nTapi sadar gasadar sih kita disadarin buat nerima lgbt dari bacaan ff itu, setelah itu kita mudah ngeimajinasiin bias dengan other bias bxb... yahhhh begitu deh pokoknya",0,0,0,0,0,0,0,0,0
869,1016,Udah tau gue bakal war masalah jubah jubahan. Cukup nyimak aja lah ya KyungSoo sama Taehyung bias gue gimana gue bisa war kampang.',0,1,0,0,0,0,0,0,0
870,6303,USER USER USER USER USER USER USER kalau jokowi pengecut mundur dari jabatan presiden!,1,0,1,0,0,0,0,0,1
871,11086,RT USER: Tinggalkan bicara tentang PKI mari kita fokus ke 2019 ganti Presiden jadikan USER sebagai the next Presiden,1,0,1,0,0,0,0,0,1
872,6561,"USER USER USER Saya mau tanya yg di lakukan ahok, sukamwati, joshua, ge pamungkas yg saat itu ramai mengandun unsur penistaan agama. Menurut USER dan USER itu penistaan agama bukan???",1,0,1,0,1,0,0,0,0
873,789,"RT USER: Hei kunyuk USER, supaya ente paham ya? Prabowo Subianto jadi capres aja udah salah apalagi jadi presiden?! PS mem\xe2\x80\xa6'",1,1,1,0,0,0,0,0,1
874,10872,"7. Presiden USER: Saya ingin mendengar laporan detail mengenai persiapan baik infrastruktur, venue, maupun non-venue dan persiapan teknis pelaksanaan #JokowiPacuPromosiAsianGames #YukPromosikanAsianGames18",0,0,0,0,0,0,0,0,0
875,4173,"Mendagri yg namanya cahyo kumolo itu,900000% mau lengserkan jokowi!karena si mendagri bangsat deh",1,1,1,0,0,0,0,0,1
876,1669,USER Usir cina dari nkri USER USER USER USER USER,1,0,0,1,0,1,0,0,0
877,4002,Selamat Tengahari Semua..Seperti Biasa di Yik foong tak lari seperti hari2 biasa..Berbau bawang serta dipenuhi komunis',0,0,0,0,0,0,0,0,0
878,11480,Ngeri dah sekaligus salut ama anak muda yg bahasanya soal akhirat mulu. Lu yakin ga bakal nyesel buat rasain gimana serunya jadi youth brengsek bodoh dan tolol?',0,1,0,0,0,0,0,0,0
879,2467,Saatnya Di lengserkan. lengserkan jokowi,1,0,1,0,0,0,0,0,1
880,7549,"Hei kunyuk USER, supaya ente paham ya? Prabowo Subianto jadi capres aja udah salah apalagi jadi presiden?! PS memang pas jadi capres abadi! URL",1,1,1,0,0,0,0,0,1
881,12525,USER USER USER Yg ngomong gitu siapa? Yg harus loe tanya itu knp gandeng 4 bank asing? Bukannya melakukan langkah hukum utk menggugat peraturan yg mengistimewakan Freeport?',0,0,0,0,0,0,0,0,0
882,8973,"USER USER BETOLL tadz; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #PlongaPlongo #DunningKrugerEffect",1,1,0,1,0,0,0,0,1
883,301,Ahok memang verbalnya keras. Pelampiasan dan pelarian karena kelelakiannya lunak.,1,0,1,0,0,0,0,1,0
884,9265,Tadi video call dgn sofiya and guest what kiteorg pki baju and seluar yg sama without discussing. #twinsgoal',0,0,0,0,0,0,0,0,0
885,9168,RT USER: Sebenarnya aku yang kuat terasa ke perangai manusia yang babi',0,1,0,0,0,0,0,0,0
886,6869,USER GUE HARUS BILANG APA ANJIR. Bagus kok.',0,1,0,0,0,0,0,0,0
887,3651,"USER USER Tai lah,, kalo rakyat jelata sewenang- wenang kalian menderek,, giliran anggota DPRD eeemelawan,, mana buktinya kalo di mata hukum kita sama?..'",1,1,0,1,0,0,0,0,1
888,1385,"Dia itu buaya darat sejati | B: Napa? | A: Liat aja, kaosnya Lacoste, sandalnya Crocs, celana kolornya Crocodile. #benerkan?'",0,0,0,0,0,0,0,0,0
889,7324,"USER Ini salahnya Kafir Nenggolan di ajak nonton film Kafir, terus di panggil jd Bang dan Lai , keok Belgium'",1,1,1,0,1,0,0,0,0
890,4912,USER Kan elo juga maho ew',1,1,1,0,0,0,0,1,0
891,6014,"USER USER USER USER USER USER Pak, apa program2 untuk tki? Sy jurnalis koran Berita Indonesia d hong kong.'",0,0,0,0,0,0,0,0,0
892,5040,"Lumba-lumba, Gajah dan Monyet mampu mengenali dirinya di cermin.'",0,0,0,0,0,0,0,0,0
893,6137,"USER Yg ""Berhasil"" di Rezim Ini,Nyata &amp; Tampak adlh Bikin ""Infografis""yg Sempurna,sampai2 Pendukung nya Puja Puji Tiada Henti.Pdhl Fakta di Lapangan Tdk Sesuai dgn ""Infografis""tsb..'",0,0,0,0,0,0,0,0,0
894,12947,USER USER Loe jangan hina Ahok dong\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\nSemua orang udah tau kok si Ahok cuma besar Congor ngak perlu loe perjelas kali \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81',1,1,1,0,0,0,0,0,1
895,5774,CINA ASU https:\/\/t.co\/zM1BsjAIHA,1,1,0,1,0,1,0,0,0
896,1029,"USER USER Bisa tetap melangkah tetapi ke arah yang lain, dimana buta warna tidak menjadi penghambat. Jawaban Pak s Menteri dan Pak Presiden sudah pas dan bijak.'",0,0,0,0,0,0,0,0,0
897,7801,"apa itu komunis ? secara sederhana = memaksakan kehendak , byk aturan.. contoh : memaksa pake e-money komunis bgt ! Rezim komunis",1,0,1,0,0,1,0,0,0
898,9378,"RT USER Mantap bravo pasangan ideal cocok tuk 2019. Tumbangkn kaum antek"" cina.",1,0,0,1,0,1,0,0,0
899,8069,USER Hdh cakep2 bolot',1,1,1,0,0,0,1,0,0
900,11740,"Jika kasus yang menjerat umat islam polisi berlaku cepat, giliran si penista Al - Quran kayanya lambat banget Penjarakan penjarakan ahok",1,0,0,1,1,0,0,0,0
901,10145,"2. Dalam perjalanannya kali ini Presiden USER didampingi Kepala Staf Kepresidenan USER, Koordinator Staf Khusus Presiden Teten Masduki, Staf Khusus Presiden Diaz Hendropriyono dan Komandan Paspampres Mayjen TNI (Mar) Suhartono #JokowiKunkerJ",0,0,0,0,0,0,0,0,0
902,4110,Mari Awasi sekeliling kita masing-masing menjelang 30/S jika ada aktifitas antek komunis laporkan ke Ulama dan TNI...!! ganyang pki,1,0,0,1,0,1,0,0,0
903,7768,"USER Survey dimana ??? Hahaahhaha \nRespondennya cebong, kodok, kamfret x yaa...'",1,1,0,1,0,0,0,0,1
904,9921,"USER Lelahmu hanya mengamini setiap doaku dan lelahmu semuanya di cacat sebagai ibadah, semoga kita selalu bersama di dunia juga di surga-Nya.,'",0,0,0,0,0,0,0,0,0
905,2479,Indonesia akan Jadi Tuan Rumah KTT Ulama Dunia Pertama; #KTTUlamaDunia #WasatiyatIslam #IslamIndonesia #IslamModerat,0,0,0,0,0,0,0,0,0
906,3970,"Menerima kunjungan dari Duta Besar Palestina untuk Indonesia, Zuhair Saleh Muhammad Al-Shun dengan semangat persahabatan antara Ketua Umum PDI Perjuangan yang juga Presiden Indonesia kelima Megawati Sukarnoputri dengan Yasser Arafat. USER",0,0,0,0,0,0,0,0,0
907,7256,"USER USER USER USER USER USER USER USER si Islam NUsantara tuh ikut2 Kristen(GKJ,GKI,dll)'",1,0,0,1,1,0,0,0,0
908,10567,"Anda masih solat berkiblat ke Negeri Kepunyaan Orang Arab, bagaimana Anda menyuruh Dai bicara kebangsaan Pak Lukman?",1,0,1,0,0,0,0,0,1
909,12584,"Di sana juga akan dibangun Kantor Presiden serta kantor kementerian. Sementara,",0,0,0,0,0,0,0,0,0
910,4681,"USER USER Rezim pembohong. Kirain 51% itu uda positif di tangan. Ternyata baru kesepakatan awal. Dan itu non-binding, alias tak mengikat. Semprulllll....'",1,1,0,1,0,0,0,0,1
911,4513,"Krn mereka ingin mengganti Demokrasi Pancasila dgn Demokrasi PKI, yg tdk bertuhan, yg bebas perjinahan, miras, LGBT. PKIBukanIndonesia",1,0,0,1,0,1,0,0,0
912,6374,Golkar Ingatkan Bahaya Gerakan Kaos Ganti Presiden 2019 - Suara Nasional,0,0,0,0,0,0,0,0,0
913,11819,"Indonesia perlu tindakan nyata , usir Dubes Myanmar utk Indonesia, krna bikhsu Budha dan Militer membunuh secara masal(genosida) etnis Rohingnya",1,0,1,0,1,1,0,0,0
914,8360,USER Ketahuan kan kalo bima+ apk idiot. \xf0\x9f\x98\x81 URL,1,1,0,1,0,0,1,0,0
915,3535,USER USER harusnya yg mundur jokowi,1,0,1,0,0,0,0,0,1
916,244,"USER USER Bikan Kaya Orang Bego,Bro ?Tapi...Memang,B..EGO.'",1,1,1,0,0,0,0,0,1
917,5074,RT USER USER USER USER Suaramu sumbang bong USER sejatinya mention 2 sprti ini sengaja untuk adu domba,1,0,1,0,0,0,0,0,1
918,6980,USER ...aku udik bangat si emang bisa gitu y di ta wan :(',0,0,0,0,0,0,0,0,0
919,5572,USER USER USER USER USER Saya salut dengan anda yang tetap memelihara kebodohan... Ini termasuk kegagalan rejim.. Gagal bikin anda cerdas... \xf0\x9f\x98\x84',1,1,1,0,0,0,0,0,1
920,5621,permusyawaratan perwakilan yang berintikan musyawarah untuk mufakat secara gotong royong diantara semua kekuatan nasional yang progresif revolusioner dengan berporoskan nasakom dengan ciri:\nDominasi Presiden\nTerbatasnya peran partai politik\nBerkembang,0,0,0,0,0,0,0,0,0
921,3748,JATIM ANTI HOAX. PILKADA DAMAI; .; .; DEKLARASI ANTI HOAX GURU SMAK ST. YUSUP,0,0,0,0,0,0,0,0,0
922,11240,USER Jonru ini di lindungi sama kelompok prabowo subianto cs polisi aja gk berani menghukum orang ini dan bebas pergi kmna mna,1,0,1,0,0,0,0,0,1
923,10060,"kamu benar-benar diktaktor, otoriter pak Presiden USER",1,0,1,0,0,0,0,0,1
924,8955,"Bandara sotta, masuk dlm 17 bandara tersibuk d dunia, itu artix mobilitas penduduk kita tinggi, ada gairqh pertumbuhan ekonomi #HayuKaKertajati",0,0,0,0,0,0,0,0,0
925,716,"""Sekali-kali tidak akan masuk surga kecuali orang-orang Yahudi atau Nasrani"". Demikian itu (hanya) angan-angan kosong belaka"" (QS 2:111)'",0,0,0,0,0,0,0,0,0
926,12452,"RT USER: meluat betul aku dengan orang kedai yang sombong. gaji kau pun sebab customer. so muka, perangai, jaga. itu pun nak kena\xe2\x80\xa6'",1,1,1,0,0,0,1,0,0
927,4102,"USER Mereka, kaum sipit mau menguasai tambang Indonesia, kalian ketawa saja. Dasar tidak punya nasionalisme Indonesia. Lebih baik tidak usah ikut Pemilu bagi kalian yang dukung 2 periode. Dan hasilnya Tambang Indonesia dikuasai sipit dan kalian tidak",1,1,0,1,0,1,0,0,0
928,12823,pedagang sumber jimput menolak hoax dan sukseskan pilkada di kota kediri:,0,0,0,0,0,0,0,0,0
929,10363,akbar tandjung dapat kabar ketum golkar sudah ditentukan pihak luar,0,0,0,0,0,0,0,0,0
930,862,Ini baru Presiden .; ; Keluhan bupati dn masyarakat pulau samosir masalah kekurangan kapal peri dn pelabuhan langsung di jawab dn di sanggupi .; ; Presiden memerintahkan MENHUB harus menyediakan kapal peri yg bagus thn ini Dn pembangunan pelabuhan nya ..;,0,0,0,0,0,0,0,0,0
931,6472,apa boleh kita julukin anies-sandi itu gub - wagub saracen ? URL,1,0,1,0,0,0,0,0,1
932,2045,iya yah anjir pengen nabung tp yg:/ ditabung:/ gaada:/',0,1,0,0,0,0,0,0,0
933,4698,RT USER: Prabowo Subianto Gagal maju URL,1,0,1,0,0,0,0,0,1
934,677,"USER USER bicara sains kok nonton youtube, lakukan eksperimen sendiri, jgn nonton youtube yg bisa dimodifikasi sama pembuatnya, hadeh pantes GEblek'",1,1,1,0,0,0,0,0,1
935,8149,USER ngentot seharian yey',0,1,0,0,0,0,0,0,0
936,9565,Brengsek anjirittt siaaaaallllllll aku benciiiiiiiiiiiiiiiiiiiii jahaaaaaaaaaaatttttttt',1,1,1,0,0,0,0,0,1
937,6498,Keparat anjing loe teroris.',1,1,1,0,0,0,0,0,1
938,4051,Bangke !! USER gue rajin bayar lu ga pernah bener. Tariff naik trs',1,1,0,1,0,0,0,0,1
939,11681,"USER Sendernya kampang. Kalo lo butuh arti kampang apaan gua kasih tau, anak haram.'",1,1,1,0,0,0,0,0,1
940,11739,USER USER USER Memang dibentuk bani togel utk digerakan okeh cukong penunggang agama bukannn? \xf0\x9f\x98\x81',1,1,0,1,1,0,0,0,0
941,1049,RT USER: Lawan Politik Mulai Tebar Fitnah Ada Upaya Jegal Prabowo Maju di pemilihan presiden 2019 URL,1,0,1,0,0,0,0,0,1
942,9053,"USER USER Kecoa cume mlongo nya loe yg suke di got TAI \xf0\x9f\x98\x9c\xf0\x9f\x98\x9c\xf0\x9f\x98\x9c, kyanya kecoa senengnye makan tai mangkanye banyak di septi tank \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,1,0,0,0,0,0,0,0
943,7591,"6922.\nWedeeeh ini mah udah ky brother from another meki . HAHAHAHAHAH ngocol anjing ni anak g paham lg gua . Tiap"" chatan ketawa mulu gua dibuatnya ampe sakit perut . Baik banget, open minded, friendly, kocak, sampah, idiot, demen ngentot. Yg ada dipikirannya itu memek,memek mulu'",0,1,0,0,0,0,0,0,0
944,3512,RT USER USER PDIP dan mega mau bangkitkan komunis lagi itu,1,0,0,1,0,1,0,0,0
945,4073,Harinibpuasa pastu beli nasi ayam berempah tapi lupa cakap kuah asing so saya dah boleh expect nasi dia macam mana nanti',0,0,0,0,0,0,0,0,0
946,8403,USER Pasti cebong ikut2 an gelas nya ada gambar 5 priode cebong\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0
947,7519,"Udah setan, terkutuk pula. Sedih banget jadi gue'",0,1,0,0,0,0,0,0,0
948,78,USER bunda ngentot yuk',0,1,0,0,0,0,0,0,0
949,1241,"Sebetulnya yg teriak #2019GantiPresiden itu, ; 1. Mau Presiden nya dr Militer?; 2. apa ada opsi lain Capres dr Sipil?; ; Kita pengalaman 2 Mantan Presiden dr Militer yg menghasilkan: ; 1. Krisis moneter 1998 ; 2. Mega proyek yg mangkrak.; ; Jadi tak salah",0,0,0,0,0,0,0,0,0
950,11012,"USER USER USER USER USER USER USER Denger2 di Morowali sono lgi buka loker sbnyk kl 8000 pkrja, tpi isu yg beredar mngtkan bhwa pkrja yg bkal dterima cuma 2000an... inikah penyebabnya ???\n(Kndari adlah",0,0,0,0,0,0,0,0,0
951,12351,"Rentetan kasus kriminal terkait perbankan, mulai dari skimming hingga pembobolan kartu kredit ini membuat nasabah was-was akan keamanan data mereka.",0,0,0,0,0,0,0,0,0
952,2270,"Catatan:\n\nGerakan Reformasi adalah gerakan moral rakyat dan mahasiwa dipimpin oleh Amien Rais dkk adalah produk yg diinisiasi distimulir, dirancang oleh CSIS, Elit Katolik, Konglo Tionghoa, dan antek2nya\n\nReformasi adalah tunggangan mereka\nReformasi",0,0,0,0,0,0,0,0,0
953,9831,RT USER: Tuh kayak fist travel sm abu tour yg gelapin uang jamaah umroh\nNah itu jelas2 melecehkan napa kamu diem aja?\nIni orang\xe2\x80\xa6',0,0,0,0,0,0,0,0,0
954,10943,USER Yang bener lo lee? Teorinya USER kalo netflix season 2 kacrut makin terbukti nih\xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0
955,8318,Cowok itu cma ada 2 macem kalok gx bajingan ya banci (raditia dika) tp knapa ya cewek tetep suka sama bajingan ????',0,1,0,0,0,0,0,0,0
956,12866,"Dia memang tidak punya hak untuk berkata seperti itu, tapi tidak ada salahnya untuk melindungi kan?\n\nPanji hanya ingin menyampaikan pesan dan satu pertanyaan.\n\n\xe2\x80\x9c Dev, baik-baik ya kamu, semoga cowo yang deketin kamu gak brengsek, aku gak mau kamu sakit \xe2\x80\x9c\n\n\xe2\x80\x9c Dev, kita ini apa? \xe2\x80\x9c'",0,1,0,0,0,0,0,0,0
957,12231,RT USER USER USER USER USER Penipu koruptor adlh warisan dr bapaknya,1,0,1,0,0,0,0,0,1
958,9926,USER nunggu hoshi ndak sipit dan nunggu woozi lebih tinggi dari mingyu kayanya',0,0,0,0,0,0,0,0,0
959,4696,USER Anjir covernya sama wkwk',0,1,0,0,0,0,0,0,0
960,1219,kapan kita mulai lengserkan jokowi frop ?itu udh lebih parah frop USER,1,0,1,0,0,0,0,0,1
961,2455,USER Cebong mana ngerti wkwkw',1,1,0,1,0,0,0,0,1
962,12348,"USER USER USER USER Bah otak onta satu ini bener2 sedeng sdh,saya tau ulama mu membicarakan ekonomi muslim,jgn di ulang2 onta somplak..saya hanya tanya tu gmn cara memperkuat ekonomi muslim,gtu",1,1,1,0,0,0,1,0,0
963,7051,"Just in case you missed it | Budaya tradisi #PetikPari #BerasHitam yg dilakukan oleh warga Tani di Dukuh Purworejo, Kel.Sutojayan, Kab.Blitar | Semoga dpt menjadi inspirasi dlm melestarikan tradisi #PanenRaya via USER ---&gt;",0,0,0,0,0,0,0,0,0
964,1724,\xe2\x80\x9c. . .\xe2\x80\x9d\n\nMemperhatikan warga pasar yang masih asing bagi dirinya dalam diam.',0,0,0,0,0,0,0,0,0
965,10593,Jokowi kalah dg Demo. Jokowi kalah dg Rizieq. Jokowi kalah dg FPI. Lengserkan saja!!... Mending Rusak sekalian Negara ini...Bangsat!!,1,1,1,0,0,0,0,0,1
966,984,"Betul. SBY secara objektif lebih mumpuni. Politisi Indonesia terhebat saat ini. Ga kayak jokowi, ga pantes jadi presiden URL",1,0,1,0,0,0,0,0,1
967,6119,jawaban menurut rohani : di kitab suci agama kristen alkitab Yohanes 1 : 1 -2 . pada mulanya adalah SAINS dan SAINS itu adalah Tuhan Allah',0,0,0,0,0,0,0,0,0
968,2517,"USER ~ Tokoh2 agama yang 'berpolitik praktis' dengan &amp; untuk identitas keagamaan untuk jabatan2 publik seperti Presiden hingga Lurah?. Itu seperti di lingkungan agama Budha, Ngaku biksu, Tetapi makan daging &amp; minum miras, Bahkan berkeluarga",1,0,0,1,1,0,0,0,0
969,1200,RT USER Antek PKI dan simpatisannya juga proxy cina komunis pasti sangat membenci TNI dan Panglimanya. Wajar seekali merek,1,0,0,1,0,1,0,0,0
970,5064,untung bukan chan yang bilang duluan aja. kalo dia sih gue dalam radius ribuan atau jutaan kilometer dari sana udah jadi taplak meja.',0,0,0,0,0,0,0,0,0
971,1249,Sekjen PBB keknya bagian dari Saracen.. :-),1,0,1,0,0,0,0,0,1
972,371,USER USER USER USER Semua itu terdapat pada kelakuan bani CEBONG....',1,1,0,1,0,0,0,0,1
973,6230,"RT USER Sekumpulan Teman Penista Agama\nTdk ada empati buat korban banjir, hanya koar2 memuji junjunganya URL",1,0,0,1,0,0,0,0,1
974,7807,USER USER Yg dongo kaum kafir hahaha',1,1,0,1,1,0,0,0,0
975,12987,dan mirisnya rezim sekarang ini semakin permisif terhadap bahaya laten komunis PKI,1,0,1,0,0,0,0,0,1
976,11535,USER pgn ngomong bangke',0,1,0,0,0,0,0,0,0
977,553,Maju Gubernurnya Sengsara Relawannya,1,0,1,0,0,0,0,0,1
978,4643,"Pilih Cawapres, Jokowi Disarankan Pertimbangkan Arus Populisme Islam",0,0,0,0,0,0,0,0,0
979,3537,USER Sini queen ak coba memek kamu',0,1,0,0,0,0,0,0,0
980,9622,"RT USER: Pngen bngt dudukin kontol kayak gini nusuk2 perut, siapa yg mo jd kudanya didudukin? #bokepgratis #memek #ngentot https\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0
981,4376,USER USER alalala kutu onta dibelain WKWKWKW',0,1,0,0,0,0,0,0,0
982,11298,"R : Fie ban motorku bocor nih,, gimana nanti aku pulang?\nF : Makanya pakek ini anti kerut anti bocor charm body fit chaaaaarrrmmmm\nR : SARAP'",0,1,0,0,0,0,0,0,0
